ID,Gender,Married,Age,Graduated,Profession,Work_Experience,Family_Size,Spending_Score
462172,Male,Yes,39,Yes,Doctor,0,2,Average
464563,Male,Yes,42,Yes,Artist,0,2,Average
464945,Female,Yes,40,Yes,Artist,1,2,Average
463688,Female,No,52,Yes,Doctor,1,1,Low
461750,Male,No,52,No,Artist,5,1,Low
464400,Male,No,31,Yes,Entertainment,0,4,Low
463052,Male,Yes,37,Yes,Marketing,1,2,Low
461372,Male,No,27,Yes,Artist,3,1,Low
463367,Female,No,35,Yes,Engineer,4,4,Low
467926,Male,Yes,79,Yes,Artist,0,2,High
461483,Female,No,28,Yes,Doctor,1,4,Low
467355,Male,No,31,No,Healthcare,0,4,Low
466416,Male,Yes,88,No,Executive,0,3,High
460330,Female,No,51,Yes,Entertainment,4,1,Low
459650,Male,Yes,38,Yes,Entertainment,,2,Low
466789,Female,Yes,53,Yes,Artist,0,2,Average
466679,Female,No,43,Yes,Artist,8,2,Low
459362,Male,Yes,55,No,Executive,0,2,Low
466128,Male,No,35,Yes,Artist,4,2,Low
462474,Female,Yes,25,No,Engineer,1,2,Average
459782,Male,Yes,58,Yes,Artist,6,4,Average
463113,Female,No,32,Yes,Doctor,1,6,Low
466683,Female,Yes,49,No,Artist,1,4,Average
462103,Female,Yes,53,No,Entertainment,9,2,High
459227,Female,Yes,31,No,Engineer,9,4,Low
467761,Male,No,39,Yes,Artist,1,2,Low
459163,Male,No,42,Yes,Entertainment,1,1,Low
462455,Male,No,20,No,Healthcare,1,5,Low
460178,Male,Yes,50,Yes,Entertainment,1,2,Low
462803,Male,No,26,No,Doctor,0,6,Low
460427,Male,Yes,46,Yes,Artist,1,3,Average
466343,Male,No,30,Yes,Doctor,0,2,Low
461583,Female,Yes,60,Yes,Doctor,6,2,Average
466461,Male,Yes,84,No,Lawyer,0,1,Low
462689,Female,No,37,Yes,Homemaker,,1,Low
462740,Male,Yes,63,Yes,Artist,6,1,Low
461355,Female,No,38,Yes,Healthcare,0,2,Low
465009,Male,Yes,51,Yes,Entertainment,0,4,Average
467658,Male,No,20,No,Healthcare,0,4,Low
462837,Female,No,25,No,Healthcare,14,3,Low
463907,Female,No,33,Yes,Doctor,0,5,Low
462728,Female,No,31,No,Engineer,0,1,Low
461175,Male,Yes,57,Yes,Healthcare,1,3,Low
464872,Male,Yes,42,Yes,Artist,1,4,Low
460830,Male,Yes,40,No,Entertainment,2,5,Average
459741,Male,Yes,66,No,Lawyer,0,3,High
461154,Male,No,21,No,Homemaker,0,4,Low
464990,Male,Yes,73,No,Executive,1,2,High
467886,Female,Yes,46,Yes,Artist,0,2,Low
459201,Female,Yes,66,Yes,Artist,0,2,Average
463357,Male,Yes,27,Yes,Doctor,0,2,Average
460539,Female,Yes,35,Yes,Homemaker,,,Low
462380,Female,Yes,53,No,Artist,1,4,High
459884,Male,Yes,80,No,Lawyer,8,1,Low
461651,Female,Yes,63,Yes,Artist,1,3,Average
465336,Female,No,41,Yes,Doctor,9,1,Low
461338,Male,Yes,43,Yes,Artist,1,4,Average
461050,Male,Yes,47,Yes,,1,3,High
460485,Female,No,18,No,Marketing,9,5,Low
467901,Female,No,33,Yes,Entertainment,1,4,Low
463713,Male,No,30,No,Engineer,9,3,Low
464278,Male,Yes,85,Yes,Executive,1,2,High
461192,Female,Yes,46,Yes,Artist,,,High
462285,Male,Yes,48,Yes,Doctor,,2,Low
463044,Male,Yes,80,Yes,Lawyer,,2,High
463086,Male,No,33,Yes,Artist,8,,Low
459595,Female,Yes,36,Yes,Artist,4,7,High
461419,Male,Yes,27,No,Entertainment,3,2,Average
465767,Male,No,28,No,Healthcare,0,5,Low
460598,Female,Yes,35,Yes,Doctor,0,3,Average
460714,Male,No,26,Yes,Entertainment,1,3,Low
466482,Female,Yes,39,Yes,Homemaker,,3,Average
461584,Female,Yes,56,Yes,Artist,1,4,High
462066,Female,No,26,Yes,Artist,13,2,Low
463369,Male,Yes,31,Yes,Entertainment,4,2,Low
466586,Male,No,21,No,Healthcare,0,2,Low
464649,Male,Yes,39,No,Entertainment,1,4,Average
463209,Female,No,51,Yes,Artist,0,1,Low
466298,Male,Yes,45,No,Doctor,0,4,Low
466929,Female,No,33,Yes,Homemaker,11,,Low
466702,Male,Yes,62,,Lawyer,0,1,Low
459238,Female,Yes,80,Yes,Lawyer,,2,High
463904,Male,Yes,77,Yes,Executive,1,1,Low
463996,Female,No,29,No,Healthcare,,5,Low
462208,Female,Yes,33,No,Engineer,7,5,Average
461755,Male,No,29,No,Artist,1,3,Low
466736,Female,No,20,No,Healthcare,1,,Low
466872,Male,Yes,43,Yes,Artist,1,2,Low
467104,Female,No,18,No,Healthcare,1,3,Low
463476,Male,Yes,53,Yes,Artist,3,3,Average
463953,Male,Yes,28,Yes,Entertainment,3,3,Average
462202,Female,No,43,Yes,Entertainment,1,4,Low
467830,Male,No,31,Yes,Entertainment,1,3,Low
463752,Female,No,28,Yes,Healthcare,,2,Low
461770,Male,Yes,65,Yes,Artist,1,2,Low
466525,Male,Yes,33,Yes,Artist,0,2,Average
462349,Male,Yes,49,Yes,Artist,0,6,Average
463964,Male,No,33,No,Healthcare,1,4,Low
459353,Male,Yes,53,Yes,Artist,6,2,Average
459709,Female,Yes,47,Yes,Artist,7,4,Average
461858,Male,No,31,No,Entertainment,1,7,Low
460450,Male,Yes,52,Yes,Executive,1,4,High
466520,Male,,61,,Engineer,2,2,Average
467646,Male,No,31,No,Healthcare,,7,Low
460780,Female,No,30,Yes,Healthcare,1,2,Low
463514,Male,Yes,63,Yes,Entertainment,,2,Average
465105,Male,Yes,69,No,Executive,9,2,Average
460445,Male,No,29,Yes,Engineer,0,4,Low
462961,Female,Yes,56,No,Engineer,1,5,Average
463932,Female,Yes,72,Yes,Artist,1,3,Average
459145,Male,Yes,88,No,Lawyer,,1,Low
465651,Male,No,30,No,Engineer,1,4,Low
463721,Female,No,31,Yes,Healthcare,1,4,Low
467369,Male,No,41,Yes,Artist,2,3,Low
461361,Female,No,31,Yes,Healthcare,9,7,Low
465608,Male,No,20,No,Healthcare,,5,Low
464793,Female,Yes,26,No,Marketing,7,3,High
463736,Male,Yes,48,No,Entertainment,,5,Average
462799,Male,No,26,No,Healthcare,,,Low
459006,Male,No,20,No,Healthcare,1,4,Low
460204,Male,Yes,41,Yes,Artist,4,4,Low
465257,Male,No,20,,Healthcare,4,5,Low
466762,Male,Yes,63,Yes,Homemaker,1,3,Low
464318,Male,Yes,88,Yes,Executive,1,1,Low
459634,Female,No,39,Yes,Engineer,,3,Low
465416,Male,Yes,55,No,Engineer,1,4,High
467275,Male,No,32,Yes,Healthcare,,,Low
462117,Male,No,32,Yes,Entertainment,1,2,Low
460710,Female,Yes,38,Yes,Artist,0,3,Average
460098,Female,Yes,62,Yes,Engineer,1,1,Low
465787,Male,No,18,No,Healthcare,1,5,Low
463365,Male,Yes,67,No,Executive,1,2,High
464042,Female,Yes,42,Yes,Artist,9,2,Low
467627,Female,No,45,Yes,Engineer,0,1,Low
464720,Male,Yes,46,No,Doctor,0,3,Average
461123,Male,No,20,No,Healthcare,2,4,Low
465413,Female,Yes,41,Yes,Engineer,0,3,High
465126,Female,Yes,35,No,Engineer,7,4,Average
465950,Female,Yes,52,Yes,Artist,6,2,Low
466734,Female,Yes,63,Yes,Artist,1,4,Average
466222,Male,Yes,51,No,Executive,5,3,Low
466142,Female,Yes,29,Yes,Entertainment,0,2,Average
467888,Male,No,27,No,Doctor,0,4,Low
461992,Female,No,37,Yes,Doctor,1,1,Low
460522,Female,Yes,29,No,Homemaker,,2,Average
459973,Female,No,50,Yes,Artist,0,2,Low
460695,Male,Yes,74,Yes,Lawyer,1,1,Low
464260,Female,Yes,72,Yes,Artist,3,3,Average
464140,Female,Yes,83,Yes,Lawyer,1,2,High
465606,Male,Yes,37,Yes,Engineer,1,3,Average
459050,Female,No,19,No,Healthcare,0,3,Low
462330,Female,No,30,No,Artist,1,1,Low
459940,Female,No,46,Yes,Engineer,1,2,Low
466352,Female,Yes,65,Yes,Doctor,1,2,Low
463558,Female,Yes,88,Yes,Lawyer,1,2,Average
460049,Male,Yes,43,Yes,Entertainment,0,2,Average
464148,Male,Yes,50,Yes,Executive,9,3,High
465503,Male,No,35,Yes,Artist,8,2,Low
465082,Male,Yes,67,Yes,Lawyer,0,1,Low
459832,Male,Yes,66,Yes,Executive,0,1,Low
464609,Female,No,39,Yes,Artist,3,2,Low
466703,Female,Yes,46,Yes,Homemaker,0,,Average
466864,Female,No,32,No,Homemaker,8,1,Low
461458,Female,No,40,Yes,Artist,6,1,Low
459218,Male,Yes,88,Yes,Lawyer,0,3,High
462860,Male,No,30,Yes,Healthcare,8,5,Low
462033,Male,No,32,Yes,Entertainment,1,1,Low
467695,Male,Yes,43,No,Marketing,1,2,Low
463090,Female,Yes,55,No,Engineer,3,2,Average
459219,Female,Yes,47,Yes,Artist,0,3,Average
460148,Female,Yes,73,No,Engineer,1,,Low
461603,Male,No,39,Yes,Artist,,1,Low
466359,Male,No,22,No,Healthcare,0,4,Low
464655,Male,Yes,39,Yes,,0,5,Average
466088,Female,No,31,No,Healthcare,0,7,Low
461205,Male,No,27,Yes,Healthcare,,3,Low
462822,Male,No,19,No,Healthcare,0,4,Low
459076,Male,Yes,69,No,Doctor,0,2,Average
463410,Male,Yes,37,No,Doctor,,2,Average
463879,Male,Yes,45,Yes,Executive,0,2,High
462827,Female,No,22,No,Doctor,1,3,Low
461500,Female,No,26,Yes,Doctor,0,3,Low
461553,Male,No,39,Yes,Artist,1,3,Low
467912,Male,Yes,61,Yes,Entertainment,1,2,Low
465029,Female,Yes,74,No,Lawyer,1,2,High
460062,Male,No,29,Yes,Artist,4,1,Low
462863,Male,No,29,Yes,Homemaker,5,1,Low
460465,Male,No,36,No,Executive,0,3,Low
460335,Female,No,63,Yes,Doctor,0,2,Low
466067,Male,Yes,69,Yes,Artist,0,5,Average
463962,Female,,35,Yes,Artist,12,2,Low
459807,Male,Yes,81,Yes,Lawyer,1,1,Low
463364,Female,Yes,71,No,Lawyer,1,2,High
463599,Female,No,31,No,Healthcare,10,2,Low
462686,Male,Yes,41,Yes,Entertainment,9,4,Average
462949,Male,Yes,35,No,Homemaker,1,3,Average
460275,Female,No,52,Yes,Artist,6,1,Low
461184,Male,No,19,No,Healthcare,,4,Low
460728,Female,,39,Yes,Artist,0,1,Low
462416,Male,Yes,45,No,Artist,0,2,Low
460846,Female,No,19,No,Marketing,1,4,Low
459542,Male,No,23,No,Healthcare,2,5,Low
459080,Male,Yes,77,No,Lawyer,0,2,Low
463106,Female,Yes,84,Yes,Lawyer,0,1,Low
464728,Male,Yes,47,No,Entertainment,1,4,High
466474,Male,No,29,Yes,Entertainment,6,3,Low
461711,Female,No,35,Yes,Artist,8,3,Low
460347,Male,Yes,40,Yes,Artist,14,2,Low
467689,Male,No,35,No,Healthcare,1,1,Low
460260,Male,No,20,No,Healthcare,0,3,Low
466344,Male,No,43,Yes,Entertainment,0,2,Low
466437,Male,Yes,56,No,Executive,0,1,Low
460423,Female,Yes,53,Yes,Artist,3,1,Low
459590,Male,Yes,22,No,Executive,1,3,High
464668,Male,Yes,32,No,Healthcare,1,4,High
463049,Male,Yes,51,No,Executive,2,5,High
460458,Female,No,41,No,Marketing,1,,Low
462407,Male,Yes,37,No,Doctor,2,4,Average
459450,Male,Yes,55,Yes,Artist,4,4,Average
463255,Male,No,42,Yes,Entertainment,3,2,Low
462574,Male,No,20,No,Healthcare,1,5,Low
465761,Female,No,42,Yes,Artist,12,2,Low
467728,Female,Yes,38,No,Engineer,1,5,High
465841,Female,No,52,Yes,Engineer,3,1,Low
460117,Female,Yes,48,Yes,Marketing,9,1,Low
466619,Male,Yes,37,Yes,Entertainment,5,2,Average
461722,Male,No,27,No,Doctor,1,3,Low
460898,Male,Yes,48,No,Artist,3,4,Average
463627,Female,No,25,Yes,Marketing,5,2,Low
460403,Female,No,56,Yes,Doctor,3,1,Low
459818,Female,Yes,68,No,Lawyer,1,1,Low
463732,Male,No,21,No,Healthcare,0,4,Low
462499,Female,,72,No,Lawyer,8,2,Average
467112,Male,No,43,Yes,Artist,1,2,Low
459902,Male,Yes,52,Yes,Lawyer,8,2,High
463233,Male,Yes,50,No,Executive,0,5,Average
467721,Male,No,41,Yes,Entertainment,0,1,Low
465915,Male,Yes,40,Yes,Entertainment,8,2,Average
464506,Male,No,32,Yes,Healthcare,8,2,Low
460624,Male,Yes,57,Yes,Homemaker,5,2,High
462020,Female,No,25,Yes,Artist,13,2,Low
464320,Male,Yes,74,No,Lawyer,0,2,High
467687,Male,No,38,Yes,Entertainment,,4,Low
461561,Female,Yes,46,Yes,Artist,0,2,Average
465953,Female,No,50,Yes,Artist,1,1,Low
463309,Male,Yes,50,Yes,Artist,0,2,Average
459134,Female,Yes,69,Yes,Lawyer,0,2,High
464195,Male,No,29,Yes,Artist,0,1,Low
467696,Male,Yes,84,Yes,Lawyer,,3,High
459586,Male,Yes,73,No,Executive,1,,Low
466504,Male,Yes,38,No,Executive,9,5,High
466792,Female,Yes,82,No,Lawyer,0,1,Low
459875,Male,Yes,71,No,Lawyer,0,,High
463837,Female,Yes,50,No,Engineer,0,3,Low
465384,Male,Yes,56,Yes,Artist,0,2,High
462050,Male,No,19,No,Healthcare,4,3,Low
465268,Male,Yes,29,No,Executive,12,3,Low
461370,Male,No,26,Yes,Doctor,1,3,Low
464225,Female,No,31,No,Doctor,1,5,Low
466665,Male,Yes,42,Yes,Artist,0,2,Average
462290,Female,No,33,Yes,Doctor,1,1,Low
459326,Male,Yes,35,No,Healthcare,1,5,Low
464926,Female,Yes,46,No,Engineer,0,3,High
460343,Female,No,67,Yes,Artist,0,2,Low
463626,Female,No,35,No,Artist,7,2,Low
464266,Male,No,28,No,Doctor,8,3,Low
464491,Female,No,43,No,Doctor,8,1,Low
467698,Female,Yes,40,No,Artist,3,,Average
463440,Female,Yes,73,Yes,Artist,0,3,Average
463602,Female,No,21,No,Healthcare,8,4,Low
464706,Female,No,32,No,Doctor,1,3,Low
467220,Female,No,36,No,,,,Low
460313,Male,No,32,Yes,Artist,13,3,Low
465497,Male,No,25,No,Homemaker,14,3,Low
465846,Female,No,40,Yes,Artist,5,1,Low
463374,Female,No,19,No,Healthcare,0,3,Low
462704,Male,Yes,48,Yes,Executive,5,5,High
462160,Female,No,36,Yes,Artist,3,3,Low
461365,Male,No,27,No,Healthcare,1,3,Low
464205,Female,Yes,82,No,Entertainment,0,2,High
459294,Male,No,23,No,Healthcare,9,4,Low
460318,Male,No,30,Yes,Entertainment,14,3,Low
467967,Male,No,30,Yes,Entertainment,8,4,Low
461797,Male,No,30,Yes,Healthcare,1,3,Low
462980,Male,No,28,Yes,Entertainment,1,5,Low
462361,Male,Yes,60,Yes,Artist,0,2,Low
461855,Female,Yes,52,Yes,Artist,1,2,Average
461069,Female,No,19,No,Healthcare,,,Low
467522,Female,No,19,No,Healthcare,0,2,Low
463327,Male,Yes,40,No,Executive,1,5,Low
459824,Male,No,38,Yes,Entertainment,8,1,Low
461051,Female,Yes,71,Yes,Entertainment,1,2,Average
461142,Female,No,40,Yes,Engineer,1,3,Low
461521,Male,Yes,68,Yes,Artist,0,2,High
459422,Male,Yes,50,Yes,Entertainment,,4,Low
467792,Male,No,21,No,Healthcare,0,4,Low
467432,Male,No,29,Yes,Healthcare,,3,Low
464016,Female,,29,Yes,Entertainment,0,1,High
464654,Female,Yes,39,No,Engineer,1,4,Average
459111,Male,Yes,41,Yes,Executive,0,4,Low
459408,Male,No,28,No,Doctor,,1,Low
466473,Female,No,22,No,Healthcare,0,3,Low
464365,Male,No,35,Yes,Artist,,1,Low
460046,Female,Yes,49,Yes,Artist,3,2,Low
466698,Female,Yes,26,Yes,Healthcare,8,2,Low
460609,Female,No,33,No,Healthcare,,1,Low
459927,Female,No,27,No,Engineer,0,2,Low
467057,Female,No,50,No,Entertainment,8,2,Low
466052,Female,Yes,37,Yes,Homemaker,5,2,Low
464210,Male,No,43,Yes,Marketing,0,2,Low
465873,Male,No,35,Yes,Entertainment,13,1,Low
459802,Female,Yes,50,Yes,Artist,1,1,Low
464817,Male,No,31,Yes,Artist,7,1,Low
465540,Female,Yes,29,No,Engineer,,2,High
460845,Female,No,20,No,Healthcare,0,2,Low
459072,Male,Yes,66,Yes,Entertainment,1,2,Average
465694,Male,Yes,37,Yes,Healthcare,1,2,Average
466381,Male,Yes,52,Yes,Artist,2,2,Average
460947,Male,Yes,45,Yes,Executive,7,5,High
467338,Female,No,27,Yes,Healthcare,2,6,Low
467189,Female,Yes,46,Yes,Artist,1,4,High
466456,Female,Yes,43,No,Doctor,9,1,Low
463805,Female,No,32,No,Doctor,8,6,Low
462427,Male,Yes,87,Yes,Lawyer,9,4,Low
462785,Female,Yes,40,Yes,Engineer,,5,Average
466906,Male,No,59,Yes,Artist,1,2,Low
461842,Male,Yes,63,Yes,Artist,1,3,Average
462229,Male,No,23,No,,0,8,Low
462372,Female,Yes,65,No,Lawyer,,2,High
462400,Male,No,47,Yes,Artist,0,1,Low
466598,Female,Yes,45,Yes,Artist,9,2,Low
466940,Male,Yes,79,No,Lawyer,0,1,Low
461754,Male,Yes,65,No,Entertainment,1,2,High
461376,Female,No,38,Yes,Healthcare,0,2,Low
459427,Female,Yes,28,Yes,Healthcare,,2,Low
462025,Male,No,20,No,Healthcare,2,3,Low
465720,Female,Yes,36,Yes,Artist,1,2,Low
466354,Male,No,22,No,Healthcare,0,4,Low
463857,Male,Yes,56,No,Healthcare,0,4,High
465849,Female,No,32,Yes,Doctor,5,3,Low
464100,Female,No,33,Yes,Healthcare,1,1,Low
461444,Female,Yes,68,Yes,Artist,1,2,High
461828,Male,Yes,53,Yes,Artist,,3,Average
464711,Female,Yes,38,Yes,Artist,7,3,Average
462759,Male,No,22,No,Healthcare,,5,Low
465349,Female,Yes,49,Yes,Artist,0,4,High
459449,Male,Yes,43,Yes,Artist,,2,Low
463407,Female,No,33,No,Doctor,0,1,Low
466632,Female,Yes,57,Yes,Artist,1,2,High
464641,Female,Yes,65,Yes,Lawyer,2,6,Low
460290,Female,,50,Yes,Artist,,1,High
462154,Male,Yes,36,Yes,Entertainment,0,2,Average
464754,Female,Yes,43,No,Engineer,4,7,Average
460167,Female,No,18,No,Entertainment,1,5,Low
461987,Female,Yes,43,No,Engineer,1,2,Average
463259,Male,Yes,75,Yes,Lawyer,0,1,Low
464421,Female,Yes,27,No,Marketing,,4,High
461628,Male,Yes,39,Yes,Healthcare,11,2,Average
459126,Male,Yes,61,Yes,Artist,2,2,Low
460639,Female,Yes,73,Yes,Lawyer,,5,Low
465143,Male,No,26,Yes,Engineer,0,5,Low
460860,Male,Yes,52,Yes,Artist,7,4,Average
467629,Male,Yes,50,Yes,Artist,1,1,Low
461720,Female,No,51,Yes,Artist,1,1,Low
460086,Male,Yes,50,No,Artist,1,3,Average
465832,Male,Yes,53,Yes,Executive,9,5,High
467070,Male,Yes,40,No,Executive,5,4,Low
459602,Female,Yes,86,No,Lawyer,,1,Low
463541,Female,No,26,No,Healthcare,0,3,Low
462431,Male,No,32,No,Entertainment,9,4,Low
461387,Female,No,22,No,Healthcare,5,3,Low
461693,Female,Yes,36,Yes,Artist,1,4,Average
466793,Female,,62,Yes,Artist,4,3,Average
466010,Female,Yes,69,No,Doctor,0,1,Low
465674,Female,No,39,Yes,Entertainment,1,2,Low
459405,Female,Yes,81,No,Doctor,0,2,High
465989,Female,No,28,No,Healthcare,9,2,Low
465598,Male,No,28,Yes,Healthcare,6,5,Low
466093,Male,No,52,Yes,Entertainment,1,5,Low
462773,Female,Yes,40,Yes,Artist,4,5,Average
467087,Male,No,68,Yes,Lawyer,0,,Low
465763,Female,Yes,37,No,Artist,0,2,Average
462958,Male,No,26,No,Marketing,1,5,Low
467056,Female,No,31,No,Homemaker,8,1,Low
461990,Female,Yes,68,Yes,Lawyer,0,2,Low
464480,Male,Yes,42,Yes,Artist,1,3,Average
461318,Female,Yes,56,Yes,Artist,1,6,Average
467398,Male,Yes,37,No,Entertainment,1,2,Low
464222,Male,Yes,58,Yes,Artist,1,1,Low
465427,Male,No,33,Yes,Artist,7,1,Low
460652,Female,No,31,No,Homemaker,8,1,Low
463642,Female,No,27,Yes,Healthcare,0,3,Low
462672,Male,No,25,No,Healthcare,7,4,Low
466112,Male,Yes,51,Yes,Entertainment,1,2,Average
459831,Male,Yes,37,No,Engineer,8,3,Average
463027,Male,Yes,69,Yes,Executive,1,4,Average
462467,Female,Yes,45,No,Doctor,1,1,Low
461469,Male,Yes,38,Yes,Artist,0,2,Low
461562,Male,Yes,51,Yes,Artist,,4,Average
467051,Female,No,19,No,Healthcare,0,4,Low
465928,Female,No,32,Yes,Healthcare,6,3,Low
462491,Male,No,31,Yes,Artist,1,5,Low
460642,Male,No,19,No,Healthcare,13,3,Low
460988,Male,Yes,41,Yes,Entertainment,0,3,Average
460634,Female,No,39,No,Entertainment,,6,Low
461108,Male,No,21,No,Healthcare,1,4,Low
464175,Female,No,30,No,Healthcare,0,,Low
463329,Male,No,23,No,Healthcare,0,6,Low
466153,Male,Yes,65,No,Entertainment,0,2,Average
467027,Male,No,31,No,Executive,4,5,Low
459707,Female,Yes,74,Yes,Lawyer,,,Low
466710,Female,Yes,73,No,Artist,1,2,High
465616,Male,Yes,42,Yes,Doctor,9,2,Low
463173,Male,No,47,Yes,Artist,0,1,Low
465779,Female,No,19,No,Healthcare,0,5,Low
465826,Male,Yes,45,No,Executive,3,9,Low
463063,Female,No,25,No,Marketing,,7,Low
463575,Female,No,28,Yes,Entertainment,0,3,Low
466480,Female,Yes,40,Yes,Artist,,2,Average
463175,Female,,40,No,Engineer,1,4,Low
462046,Female,No,30,Yes,Doctor,8,,Low
466075,Female,Yes,50,Yes,Engineer,1,4,Average
461723,Male,No,26,Yes,Healthcare,8,2,Low
460783,Male,Yes,82,Yes,Lawyer,0,1,Low
465962,Male,Yes,33,Yes,Healthcare,0,2,Low
462781,Male,No,50,No,Marketing,1,2,Low
466020,Male,Yes,83,No,Lawyer,0,1,Low
461502,Female,No,37,Yes,Artist,9,1,Low
463280,Male,Yes,37,Yes,Artist,6,2,Average
466936,Male,Yes,55,No,Lawyer,1,3,High
460552,Male,Yes,61,Yes,Artist,0,2,Low
459345,Female,Yes,39,Yes,Artist,3,1,Low
464256,Male,Yes,40,Yes,Artist,0,2,Low
467097,Male,Yes,55,Yes,Artist,2,1,Low
462571,Male,Yes,50,Yes,Healthcare,1,1,Average
463765,Male,No,26,Yes,Doctor,13,3,Low
460152,Female,No,53,Yes,Artist,1,1,Low
463415,Female,No,28,Yes,Healthcare,,5,Low
459587,Female,No,32,Yes,Artist,7,3,Low
460995,Female,No,31,Yes,Marketing,0,1,Low
465426,Male,No,30,No,Healthcare,0,4,Low
461452,Female,No,31,Yes,Doctor,0,4,Low
460797,Male,Yes,47,Yes,Artist,4,1,Low
466618,Male,Yes,49,Yes,Artist,3,2,Average
462168,Male,Yes,37,Yes,Executive,1,3,High
465338,Male,Yes,47,Yes,Artist,13,4,Average
463501,Male,Yes,52,Yes,Executive,0,2,High
460817,Female,No,20,No,Entertainment,,7,Low
459726,Male,Yes,79,No,Lawyer,0,2,High
463516,Male,Yes,47,No,Executive,1,6,High
466751,Female,No,20,,Healthcare,1,4,Low
463359,Male,No,23,No,Healthcare,1,4,Low
463488,Female,No,29,No,Engineer,9,4,Low
465872,Female,No,33,Yes,Engineer,10,1,Low
460588,Male,No,21,No,Healthcare,0,4,Low
460236,Male,No,18,No,Healthcare,8,4,Low
460802,Male,Yes,70,Yes,Lawyer,0,2,High
459467,Female,Yes,56,Yes,Artist,0,2,Average
466953,Male,Yes,42,Yes,Artist,2,2,Average
459086,Female,No,28,No,Healthcare,1,2,Low
464915,Male,Yes,41,Yes,Executive,,4,High
460827,Male,Yes,81,Yes,Lawyer,9,1,Low
464272,Male,No,30,Yes,Artist,9,2,Low
461063,Male,Yes,53,No,Lawyer,0,2,Low
467302,Male,No,26,Yes,Executive,9,4,Low
461935,Male,Yes,51,Yes,Artist,1,3,Low
459089,Male,No,19,No,Artist,9,7,Low
462365,Male,Yes,75,Yes,Lawyer,0,2,High
459628,Female,Yes,51,Yes,Engineer,0,1,Low
467332,Female,Yes,70,Yes,Homemaker,3,2,Low
460443,Female,No,38,Yes,Doctor,0,1,Low
462195,Female,No,21,No,Healthcare,0,4,Low
466228,Male,Yes,80,No,Lawyer,0,1,Low
461952,Female,Yes,19,No,Artist,,2,High
467589,Male,No,33,No,Entertainment,1,1,Low
466107,Male,Yes,48,Yes,Entertainment,1,6,Average
462199,Female,No,33,No,Healthcare,8,3,Low
466452,Female,No,33,Yes,Engineer,0,3,Low
467074,Female,No,31,No,Healthcare,1,4,Low
464233,Female,Yes,48,Yes,Artist,1,2,Average
462225,Male,Yes,49,No,Engineer,1,8,Average
465970,Female,Yes,38,No,Artist,1,1,Low
460094,Female,No,39,Yes,Artist,0,1,Low
467428,Female,Yes,46,Yes,Entertainment,2,2,Average
465623,Male,Yes,41,Yes,Artist,8,2,Average
467516,Female,Yes,31,No,Artist,0,3,High
462975,Male,Yes,37,Yes,Entertainment,8,2,Average
462389,Female,Yes,58,No,Engineer,1,1,Low
461556,Female,Yes,49,Yes,Engineer,1,2,Average
465964,Female,Yes,47,No,Marketing,2,1,Low
460724,Male,No,30,Yes,Healthcare,1,4,Low
460660,Male,No,41,,Entertainment,6,1,Low
466787,Female,Yes,33,Yes,Doctor,0,2,Low
467256,Male,No,33,No,Healthcare,0,4,Low
467414,Male,No,27,Yes,Healthcare,,1,Low
466742,Male,Yes,45,No,Doctor,8,2,Low
466017,Female,Yes,45,Yes,Homemaker,1,1,Low
463079,Female,No,35,No,Marketing,,,Low
459679,Female,No,21,No,Entertainment,1,4,Low
465930,Female,No,36,Yes,Artist,9,2,Low
464821,Female,Yes,56,No,,0,1,Low
460175,Female,No,28,No,Artist,0,5,Low
466725,Female,Yes,89,No,Lawyer,0,2,High
465095,Male,Yes,48,Yes,Executive,1,4,High
465452,Male,Yes,47,No,Entertainment,0,5,High
463473,Male,No,23,No,Healthcare,,3,Low
463213,Female,No,18,No,Healthcare,3,4,Low
467653,Male,Yes,58,Yes,Lawyer,2,2,High
463218,Male,Yes,42,No,Entertainment,9,3,Average
461289,Male,No,22,No,Healthcare,0,3,Low
459983,Female,Yes,50,Yes,Artist,2,1,Low
465845,Female,Yes,40,Yes,Entertainment,,2,Low
462363,Male,Yes,73,No,Executive,0,2,High
460575,Female,No,27,No,Artist,,,Low
461509,Male,Yes,40,Yes,Artist,1,3,Average
460542,Female,Yes,81,No,Lawyer,1,,Low
461148,Male,,37,Yes,Artist,1,3,Average
464064,Female,Yes,39,No,Doctor,0,2,Low
460545,Male,Yes,83,No,Lawyer,0,3,High
459303,Male,Yes,55,Yes,Artist,0,1,Low
462568,Male,Yes,51,Yes,Doctor,,3,Low
462635,Male,Yes,42,No,Engineer,5,4,Average
464456,Male,Yes,27,Yes,Artist,1,4,Low
465106,Male,Yes,53,Yes,Executive,1,2,High
467605,Female,Yes,40,Yes,Engineer,1,7,Average
466116,Male,Yes,62,Yes,Artist,0,9,Average
461388,Male,No,21,No,Healthcare,,5,Low
466155,Male,Yes,40,Yes,Entertainment,1,2,Average
467176,Male,No,27,No,Healthcare,1,3,Low
459400,Female,Yes,84,No,Lawyer,0,2,High
466784,Male,No,26,No,Doctor,4,,Low
460320,Male,No,26,No,Artist,11,4,Low
466454,Male,No,33,Yes,Entertainment,1,1,Low
467028,Male,No,27,Yes,Artist,0,1,Low
464827,Female,Yes,46,No,Entertainment,9,5,Average
465463,Female,No,28,No,Doctor,,5,Low
464501,Female,No,25,No,Healthcare,1,3,Low
